latitude,longitude,FSA_postal_code
43.6502300080146,-79.3694100246622,M5A
43.6260400030883,-79.5048100312729,M8Z
43.6788200091938,-79.3446199592876,M4J
43.773609988286,-79.4920999647547,M3J
43.7712373201453,-79.1860792610177,M1E
43.6726770868774,-79.3191375700561,M4L
43.7469399877577,-79.435929981729,M3H
43.6663800075959,-79.4309799649897,M6H
43.6615680807606,-79.3832225320847,M4Y
43.650408783773,-79.3884037636621,M5V
43.6825290851679,-79.4203112271709,M6C
43.6822261906918,-79.3289938456921,M4J
43.7587500055128,-79.4098699742043,M2N
43.739428615944,-79.2174185074599,M1M
43.6586662234404,-79.4413172035893,M6H
43.7359622473022,-79.3072676716201,M1R
43.782422187993,-79.2922888213954,M1T
43.6476892306537,-79.4016387078885,M5V
43.6630300123538,-79.4031900164686,M5S
43.6607270681417,-79.3826858062954,M5B
43.711070010304,-79.4669600387416,M6A
43.7374398420568,-79.2445629611346,M1J
43.6669799842252,-79.4313600004797,M6H
43.6905001779098,-79.3552006322351,M4K
43.6375299997802,-79.4002199728974,M5V
43.6367061844267,-79.4000806656667,M5V
43.7755406708782,-79.3451804463601,M2J
43.596206907554,-79.5258173773155,M8W
43.7235100119019,-79.5599000060744,M9W
43.6718300048596,-79.4195499827245,M6G
43.7957400147783,-79.2269599992907,M1B
43.6666328896147,-79.3161246736143,M4L
43.7362418486932,-79.250155843586,M1K
43.7617357584606,-79.2259837233038,M1H
43.8058505593438,-79.384231445531,M2M
43.7354499910658,-79.6057800294858,M9W
43.682519990803,-79.4629099869462,M6N
43.7677999882809,-79.2707499951454,M1P
43.6685566480754,-79.3174609819379,M4L
43.6661000101203,-79.3852199704317,M4Y
43.6527214030049,-79.3671252016756,M5A
43.6425553771713,-79.3750984384266,M5E
43.6497595578511,-79.4339529461596,M6K
43.7292499811059,-79.4181399789723,M5M
43.7583288184273,-79.3129778221095,M1R
43.7093580066651,-79.2495427249696,M1N
43.6816100094847,-79.4744699725297,M6M
43.6455281794283,-79.3803484083062,M5J
43.7095499940727,-79.4743299947466,M6L
43.784750976398,-79.4457864678857,M2R
43.753849986826,-79.6187599932862,M9W
43.6485776230885,-79.5067013802584,M8X
43.7273306508454,-79.4316597103986,M6A
43.6583568420568,-79.4425558730164,M6H
43.7974557479946,-79.4198739792836,M2M
43.7396992806996,-79.4234402754453,M5M
43.6590551723699,-79.349137155433,M4M
43.6653752051185,-79.4101567363379,M5S
43.7214600079327,-79.4568600130532,M6A
43.6881999874898,-79.3003200084438,M4C
43.7400856792157,-79.233152529394,M1J
43.7677918404944,-79.4719379720519,M3J
43.707072387313,-79.5052365025064,M9N
43.6773400165501,-79.5059600283885,M6N
43.7423681205802,-79.224252560746,M1J
43.6496034748975,-79.4296074132668,M6J
43.6884970741242,-79.3004272903225,M4C
43.6429590841955,-79.4276593064087,M6J
43.6480000026748,-79.4008500405591,M5V
43.6693498237349,-79.4817735777022,M6N
43.6413800174563,-79.4163100418711,M6K
43.6400089206244,-79.4465382429743,M6R
43.769874876219,-79.4130164235099,M2N
43.7284000142144,-79.2289900124208,M1M
43.7307161363031,-79.4665363086444,M3K
43.7758347968458,-79.4132441093276,M2N
43.6685898204167,-79.3866365888107,M4Y
43.827853809962,-79.2878172263912,M1V
43.6723000200802,-79.3874039591231,M4W
43.7144965875699,-79.3999744393216,M4P
43.6581584207686,-79.381669104738,M5B
43.7496866116997,-79.5498687119921,M9M
43.6808868893439,-79.4301801455717,M6C
43.6586718204167,-79.4410552564488,M6H
43.648695964193,-79.420535411622,M6J
43.7490699969926,-79.5601200310328,M9M
43.6511481197789,-79.3680129290409,M5A
43.7804399820885,-79.2984999619883,M1T
43.6630230940908,-79.3674360484161,M5A
43.7910994745014,-79.4453447086788,M2R
43.7310156433436,-79.3053272373475,M1R
43.6685650813375,-79.3067553486063,M4L
43.8233015903399,-79.2476839529689,M1X
43.6480448531653,-79.3994580632755,M5V
43.5971646819251,-79.5231534072772,M8V
43.6734892872641,-79.4144572560161,M5R
43.6507098995325,-79.3785072589303,M5C
43.7361638342665,-79.347973922933,M3C
43.6555071396214,-79.4564251809683,M6P
43.6497448165216,-79.4824421287726,M6S
43.6770567254892,-79.3544049852848,M4K
43.6687462234404,-79.3378459848808,M4M
43.6390952,-79.4448508,M6R
43.7034157765596,-79.4140032891973,M5N
43.6473147948815,-79.4032149240868,M5V
43.6381282234404,-79.4314765942351,M6K
43.7296176777656,-79.403423802412,M4N
43.6493804995673,-79.4232890101275,M6J
43.7031144585088,-79.3975553295633,M4S
43.690611867592,-79.4729547352127,M6M
43.6429301795833,-79.4252280431646,M6J
43.6449331260027,-79.3949527810317,M5V
43.7601100112126,-79.5706799717483,M9L
43.6660099884803,-79.3189000055748,M4L
43.7989758520115,-79.1956358308614,M1B
43.6656635187545,-79.4875082740781,M6S
43.7255745165635,-79.402945600172,M4N
43.6670898276301,-79.3449944794564,M4M
43.6890036622424,-79.4951611666571,M6M
43.6653955434244,-79.4661609446304,M6P
43.6503592234404,-79.3888891496047,M5V
43.6771652672975,-79.3540769819666,M4K
43.7449811579432,-79.2968078129435,M1R
43.6539695553696,-79.3693241024293,M5A
43.6556931945869,-79.411554218997,M6G
43.7364400195593,-79.3441899676547,M3C
43.6544000048444,-79.3996100218033,M5T
43.6210958117717,-79.5284331680874,M8Z
43.6699908348434,-79.3001260377402,M4L
43.7068298134918,-79.4530850159273,M6B
43.7370299798143,-79.5663099827088,M9V
43.6613112846621,-79.3816478276554,M5B
43.6675181862281,-79.4417574999117,M6H
43.6416152588616,-79.4324872630001,M6K
43.7325600802124,-79.4194135794912,M5M
43.6834771474116,-79.5665140499739,M9R
43.709588319176,-79.4440729997402,M6B
43.7277760613422,-79.4177855117723,M5M
43.7413164604708,-79.3178926798717,M3A
43.7569586,-79.2784465,M1P
43.7836107548909,-79.1701464114204,M1C
43.6588191179813,-79.3501761992901,M4M
43.7331025173982,-79.2659386865368,M1K
43.6649316289169,-79.3682831929135,M4X
43.6433592772808,-79.3939904462465,M5V
43.7580799142635,-79.2359407894481,M1H
43.7353598017876,-79.5593395920281,M9V
43.6137032600841,-79.489655449218,M8V
43.7502023957694,-79.5420336914219,M9M
43.6641151212995,-79.3265562392521,M4L
43.6661941834784,-79.4491650359512,M6P
43.6503441468347,-79.415777655433,M6J
43.7117836755532,-79.5352931411483,M9N
43.6659761507298,-79.3181975388654,M4L
43.6793701834784,-79.3427939521322,M4J
43.6721899469495,-79.3773209718501,M4W
43.6428392051185,-79.4257241014484,M6J
43.6709261723699,-79.3881290686998,M4W
43.6546256544521,-79.4006952001268,M5T
43.666532402995,-79.3852610069536,M4Y
43.6553899914284,-79.4193300415852,M6G
43.7074448803505,-79.3757536995347,M4G
43.7986699928523,-79.2021199777732,M1B
43.6179300088519,-79.5566899886153,M9C
43.6583500186253,-79.3288899768744,M4M
43.7274800165219,-79.2938699663123,M1L
43.7038156311386,-79.397778655029,M4S
43.680547423827,-79.2873661167118,M4E
43.6763862642343,-79.449427670771,M6E
43.6191600112334,-79.5583800317526,M9C
43.6459327981997,-79.3926726032374,M5V
43.7252182811473,-79.290741747475,M1L
43.6752161,-79.3951435,M5R
43.7982400012194,-79.2728400227022,M1S
43.6479486927406,-79.3999857367419,M5V
43.6515292234404,-79.4100035686998,M6J
43.6955478126059,-79.4513277383077,M6E
43.6707984024468,-79.327920626955,M4L
43.6570197,-79.3804447,M5B
43.6583903,-79.4435121,M6H
43.6387007176989,-79.417614325437,M6K
43.6500011723699,-79.3907076525189,M5V
43.6749412306537,-79.4067996525189,M5R
43.6504132234404,-79.4154477618731,M6J
43.6418791906918,-79.4304989521322,M6K
43.7660899962141,-79.2594400417336,M1P
43.7670799827981,-79.2275899831334,M1H
43.6682527765596,-79.3689985691039,M4X
43.7006300146229,-79.4280499869157,M6C
43.731006034422,-79.4190858133189,M5M
43.7137461005308,-79.4539602098306,M6A
43.6534391723699,-79.4273557363379,M6H
43.6837652063387,-79.3235130698064,M4C
43.6641611579432,-79.3685974550464,M5A
43.6650391979051,-79.411757594235,M6G
43.6611958020949,-79.4291358147326,M6H
43.7106957901783,-79.2912470513302,M1L
43.6391219566721,-79.399771959132,M5V
43.6907505339893,-79.2881726973855,M4C
43.6875962672975,-79.3046257589589,M4C
43.6421381476733,-79.5775040684032,M9C
43.6390897071673,-79.4441244924982,M6R
43.7088429911543,-79.3102590402636,M4B
43.6679253933216,-79.4879047455441,M6N
43.7854399968802,-79.2545799628154,M1S
43.8004350758484,-79.2959142243733,M1T
43.8030999963186,-79.2945599645817,M1V
43.6656799929522,-79.4717300122007,M6P
43.6902305,-79.2933057,M4C
43.7668900069627,-79.3857000020266,M2K
43.6504527876681,-79.388197281984,M5V
43.7405069431718,-79.5850109480183,M9V
43.643303705811,-79.5337738461248,M9A
43.6564339930751,-79.3569637913035,M5A
43.7899676847192,-79.1409880102145,M1C
43.6573139192394,-79.39963844238,M5T
43.6628880940908,-79.367387606699893,M5A
43.7082899192394,-79.3760978840962,M4G
43.6789599869768,-79.3432399627488,M4J
43.6416452279204,-79.5365312511447,M9B
43.6324725073289,-79.5440249394658,M9B
43.6463898276301,-79.3905661470945,M5V
43.7320020969181,-79.2690478563966,M1K
43.6757563716412,-79.4024467264808,M5R
43.6454568454388,-79.3648369134396,M5A
43.6874382489756,-79.3978342589589,M4V
43.6268299974626,-79.478899975996,M8V
43.638877605039,-79.4280815136932,M6K
43.6187633641869,-79.5102428426624,M8Z
43.7406902972474,-79.4348665688727,M3H
43.7205563746898,-79.4560957673844,M6A
43.6522699956094,-79.4721600038336,M6S
43.7685899826552,-79.3814399835567,M2K
43.6883700143957,-79.3481800050233,M4K
43.6485173691212,-79.3736358224942,M5E
43.7533545550812,-79.2552763228696,M1J
43.6507719153443,-79.3573345531479,M5A
43.7036106422471,-79.3743142858505,M4G
43.7108861842865,-79.5350068615325,M9N
43.7514832234404,-79.4577267917075,M3H
43.7847499986108,-79.4762699862366,M3J
43.69347337166,-79.5581967392817,M9R
43.8058399985572,-79.2885600306506,M1V
43.773529956494,-79.4140450747847,M2N
43.648897705782304,-79.3727925047032,M5E
43.7035810130417,-79.4769159373014,M6M
43.6439100111108,-79.4041700285879,M5V
43.6812341795833,-79.4284759848808,M6C
43.6383500013679,-79.4011699778033,M5V
43.8352199941106,-79.2504200242695,M1X
43.7202491984821,-79.6138852146978,M9W
